Report Title,Type,Field Name,Field Description,Order,Order of Report in System
Daily>Charges,Columns,Diag Desc 4,Diagnosis Description 4,68,75
Daily>Charges,Columns,Diag Type 1,Diagnosis Type 1,69,75
Daily>Charges,Columns,Diag Type 2,Diagnosis Type 2,70,75
Daily>Charges,Columns,Diag Type 3,Diagnosis Type 3,71,75
Daily>Charges,Columns,Diag Type 4,Diagnosis Type 4,72,75
Daily>Charges,Columns,Diag Sub1 Grp 1,Diagnosis Sub1 Grouping 1,73,75
Daily>Charges,Columns,Diag Sub2 Grp 1,Diagnosis Sub2 Grouping 1,74,75
Daily>Charges,Columns,Diag Sub1 Grp 2,Diagnosis Sub1 Grouping 2,75,75
Daily>Charges,Columns,Diag Sub2 Grp 2,Diagnosis Sub2 Grouping 2,76,75
Daily>Charges,Columns,Diag Sub1 Grp 3,Diagnosis Sub1 Grouping 3,77,75
Daily>Charges,Columns,Diag Sub2 Grp 3,Diagnosis Sub2 Grouping 3,78,75
Daily>Charges,Columns,Diag Sub1 Grp 4,Diagnosis Sub1 Grouping 4,79,75
Daily>Charges,Columns,Diag Sub2 Grp 4,Diagnosis Sub2 Grouping 4,80,75
Daily>Charges,Columns,Diag Cat 1,Diagnosis Category 1,81,75
Daily>Charges,Columns,Diag Cat 2,Diagnosis Category 2,82,75
Daily>Charges,Columns,Diag Cat 3,Diagnosis Category 3,83,75
Daily>Charges,Columns,Diag Cat 4,Diagnosis Category 4,84,75
Daily>Charges,Columns,Notes,Notes,85,75
Daily>Charges,Columns,Ovr,Charge Override Price,86,75
Daily>Charges,Columns,Void,Charge Void Indicator,87,75
Daily>Charges,Columns,Unit Price,Charge Unit Price,88,75
Daily>Charges,Columns,Void,Charge Void Indicator,89,75
Daily>Charges,Columns,Unit Price,Charge Unit Price,90,75
Daily>Charges,Columns,Chg Amt,Charge Amount,91,75
Daily>Charges,Columns,UnassignBft,Unassigned Benefits,92,75
Daily>Charges,Columns,UnassignBftFac,Unassigned Benefits Facility,93,75
Daily>Charges,Columns,Count,Count,94,75
Daily>Charges,Columns,Quad,Quadrant,95,75
Daily>Charges,Columns,Tooth,,96,75
Daily>Charges,Columns,Surface,,97,75
Daily>Charges,Columns,Form,,98,75
Daily>Charges,Columns,Work RVU,RVU 1,99,75
Daily>Charges,Columns,Work RVU Total,RVU 1 Total,100,75
Daily>Charges,Columns,Non Facility PE RVU,RVU 2,101,75
Daily>Charges,Columns,Non Facility PE RVU...,RVU 2 Total,102,75
Daily>Charges,Columns,Facility PE RVU,RVU 3,103,75
Daily>Charges,Columns,Facility PE RVU Total,RVU 3 Total,104,75
Daily>Charges,Columns,2012 Work RVU,RVU 4,105,75
Daily>Charges,Columns,2012 Work RVU Total,RVU 4 Total,106,75
Daily>Charges,Columns,2013 Work RVU,RVU 5,107,75
Daily>Charges,Columns,2013 Work RVU Total,RVU 5 Total,108,75
Daily>Charges,Columns,2014 Work RVU,RVU 6,109,75
Daily>Charges,Columns,2014 Work RVU Total,RVU 6 Total,110,75
Daily>Charges,Columns,Void,Charge Void Indicator,111,75
Daily>Charges,Columns,Unit Price,Charge Unit Price,112,75
Daily>Charges,Columns,Chg Amt,Charge Amount,113,75
Daily>Charges,Columns,UnassignBft,Unassigned Benefits,114,75
Daily>Charges,Columns,UnassignBftFac,Unassigned Benefits Facility,115,75
Daily>Charges,Columns,Count,Count,116,75
Daily>Charges,Columns,Quad,Quadrant,117,75
Daily>Charges,Columns,Tooth,,118,75
Daily>Charges,Columns,Surface,,119,75
Daily>Charges,Columns,Form,,120,75
Daily>Charges,Columns,Work RVU,RVU 1,121,75
Daily>Charges,Columns,Work RVU Total,RVU 1 Total,122,75
Daily>Charges,Columns,Non Facility PE RVU,RVU 2,123,75
Daily>Charges,Columns,Non Facility PE RVU...,RVU 2 Total,124,75
Daily>Charges,Columns,Facility PE RVU,RVU 3,125,75
Daily>Charges,Columns,Facility PE RVU Total,RVU 3 Total,126,75
Daily>Charges,Columns,2012 Work RVU,RVU 4,127,75
Daily>Charges,Columns,2012 Work RVU Total,RVU 4 Total,128,75
Daily>Charges,Columns,2013 Work RVU,RVU 5,129,75
Daily>Charges,Columns,2013 Work RVU Total,RVU 5 Total,130,75
Daily>Charges,Columns,2014 Work RVU,RVU 6,131,75
Daily>Charges,Columns,2014 Work RVU Total,RVU 6 Total,132,75
Daily>Charges,Columns,2014 Work RVU,RVU 6,133,75
Daily>Charges,Columns,2014 Work RVU Total,RVU 6 Total,134,75
Daily>Charges,Columns,RVU 7,RVU 7,135,75
Daily>Charges,Columns,RVU Total 7,RVU 7 Total,136,75
Daily>Charges,Columns,RVU 8,RVU 8,137,75
Daily>Charges,Columns,RVU Total 8,RVU 8 Total,138,75
Daily>Charges,Columns,Department,Service Item Department,139,75
Daily>Charges,Columns,Modality,Service Item Modality,140,75
Daily>Charges,Columns,Component,Service Item Component,141,75
Daily>Charges,Columns,Place Of Serv,Place Of Service,142,75
Daily>Charges,Columns,Rv Cd,Service Item Revenue Code,143,75
Daily>Charges,Columns,Aft Care,Service Item After Care Days,144,75
Daily>Charges,Columns,Payer Name,Payer Name,145,75
Daily>Charges,Columns,Contracted Ind,Contracted Payer Indicator,146,75
Daily>Charges,Columns,Auth Cd,Authorization Code,147,75
Daily>Charges,Columns,Referral Nbr,Referral Code,148,75
Daily>Charges,Columns,Payer SubGrp 1,Payer Subgrouping 1,149,75
Daily>Charges,Columns,Payer SubGrp 2,Payer Subgrouping 2,150,75
Daily>Charges,Columns,Fin Class,Financial Class,151,75
Daily>Charges,Columns,Rendering,Charge Rendering Provider,152,75
Daily>Charges,Columns,Enc Rendering,Encounter Rendering Provider,153,75
Daily>Charges,Columns,Provider SubGrp 1,Provider Subgrouping 1,154,75
Daily>Charges,Columns,Enc Rendering,Encounter Rendering Provider,155,75
Daily>Charges,Columns,Provider SubGrp 1,Provider Subgrouping 1,156,75
Daily>Charges,Columns,Provider SubGrp 2,Provider Subgrouping 2,157,75
Daily>Charges,Columns,Addtl Prov,Addtl Provider,158,75
Daily>Charges,Columns,Admitting,Admitting Provider,159,75
Daily>Charges,Columns,Fst Consult,First Consulting Provider,160,75
Daily>Charges,Columns,Sec Consult,Second Consulting Provider,161,75
Daily>Charges,Columns,Enc Referring,Encounter Referring Provider,162,75
Daily>Charges,Columns,Enc Referring Addr 1,,163,75
Daily>Charges,Columns,Enc Referring Addr 2,,164,75
Daily>Charges,Columns,Enc Referring City,,165,75
Daily>Charges,Columns,Enc Referring State,,166,75
Daily>Charges,Columns,Enc Referring Zip,,167,75
Daily>Charges,Columns,Ref County,,168,75
Daily>Charges,Columns,Chg Referring,Charge Referring Provider,169,75
Daily>Charges,Columns,Supervisor,Supervising Provider,170,75
Daily>Charges,Columns,Facility,Facility,171,75
Daily>Charges,Columns,Sts,Encounter/Charge Status (Abbreviated),172,75
Daily>Charges,Columns,Status,Encounter/Charge Status,173,75
Daily>Charges,Columns,Onset Dt,Onset Date,174,75
Daily>Charges,Columns,Onset Tm,Onset Time,175,75
Daily>Charges,Columns,Acc Occur Cd,Accident Occurrence Code,176,75
Daily>Charges,Columns,Onset Tm,Onset Time,177,75
Daily>Charges,Columns,Acc Occur Cd,Accident Occurrence Code,178,75
Daily>Charges,Columns,Acc Occur St,Accident Occurrence State,179,75
Daily>Charges,Columns,Inv Desc 1,Invoice Description 1,180,75
Daily>Charges,Columns,Inv Desc 2,Invoice Description 2,181,75
Daily>Charges,Columns,Seq#,Charge Sequence Number,182,75
Daily>Charges,Columns,Bt Info,Charge Batch Information,183,75
Daily>Charges,Columns,RV Desc,,184,75
Daily>Charges,Columns,Value Code,,185,75
Daily>Charges,Columns,Occur Code,,186,75
Daily>Charges,Columns,Pat Sts,Patient Status,187,75
Daily>Charges,Columns,Pat Sts Rsn,Patient Status Reason,188,75
Daily>Charges,Columns,Qual Enc,Qualifying Encounter Indicator,189,75
Daily>Charges,Columns,Out,Outsource Indicator,190,75
Daily>Charges,Columns,Out Dt,Outsource Date,191,75
Daily>Charges,Columns,Out Agency,Outsource Agency,192,75
Daily>Charges,Columns,Out Age,,193,75
Daily>Charges,Columns,Reminder Call Opt 0...,Enterprise Client Defined 1,194,75
Daily>Charges,Columns,Base Unit,Base Unit,195,75
Daily>Charges,Columns,Beg Tm,Begin Time,196,75
Daily>Charges,Columns,End Tm,End Time,197,75
Daily>Charges,Columns,Tot Tm,Total Time,198,75
Daily>Charges,Columns,End Tm,End Time,199,75
Daily>Charges,Columns,Tot Tm,Total Time,200,75
Daily>Charges,Columns,Alt Code,Alternate Code,201,75
Daily>Charges,Columns,SF Desc,Sliding Fee Description,202,75
Daily>Charges,Columns,Hist Fm Sz,Historical Head of Household Family Size,203,75
Daily>Charges,Columns,Hist Fm Inc,Historical Head of Household Family Income,204,75
Daily>Charges,Columns,Fm Sz,Head of Household Family Size,205,75
Daily>Charges,Columns,Ref,Refused To Report Income,206,75
Daily>Charges,Columns,Fm Inc,Head of Household Family Income,207,75
Daily>Charges,Columns,Disc%,Sliding Fee Discount Percentage,208,75
Daily>Charges,Columns,SAdj Amt,Sliding Fee Adjustment Amount,209,75
Daily>Charges,Columns,Pet Poverty,Percent of Poverty,210,75
Daily>Charges,Columns,Poverty Cat,Poverty Category,211,75
Daily>Charges,Columns,Mrkt Plan Name,Marketing Plan Name,212,75
Daily>Charges,Columns,Mrkt Plan Type,Marketing Plan Type,213,75
Daily>Charges,Columns,Mrkt Desc,Marketing Description,214,75
Daily>Charges,Columns,Mrkt Comments,Marketing Plan Comments,215,75
Daily>Charges,Columns,Diag1 Rsk Ind,Diagnosis 1 Risk Indicator,216,75
Daily>Charges,Columns,Diag2 Rsk Ind,Diagnosis 2 Risk Indicator,217,75
Daily>Charges,Columns,Diag3 Rsk Ind,Diagnosis 3 Risk Indicator,218,75
Daily>Charges,Columns,Diag4 Rsk Ind,Diagnosis 4 Risk Indicator,219,75
Daily>Charges,Columns,Stmt Aging Date,Statement Aging Date,220,75
Daily>Charges,Columns,Mrkt Plan Type,Marketing Plan Type,221,75
Daily>Charges,Columns,Mrkt Desc,Marketing Description,222,75
Daily>Charges,Columns,Mrkt Comments,Marketing Plan Comments,223,75
Daily>Charges,Columns,Diag1 Rsk Ind,Diagnosis 1 Risk Indicator,224,75
Daily>Charges,Columns,Diag2 Rsk Ind,Diagnosis 2 Risk Indicator,225,75
Daily>Charges,Columns,Diag3 Rsk Ind,Diagnosis 3 Risk Indicator,226,75
Daily>Charges,Columns,Diag4 Rsk Ind,Diagnosis 4 Risk Indicator,227,75
Daily>Charges,Columns,Stmt Aging Date,Statement Aging Date,228,75
Daily>Charges,Columns,Crt Dt,Create Date,229,75
Daily>Charges,Columns,Created By,Created By,230,75
Daily>Charges,Columns,Mod Dt,Last Modified Date,231,75
Daily>Charges,Columns,Modified By,Last Modified By,232,75
Daily>Charges,Columns,Community Code,Community Code,233,75
Daily>Charges,Columns,Prim Enc Rate SIM,Primary Encounter Rate Service Item,234,75
Daily>Charges,Columns,Prim Enc Rate Amt,Primary Encounter Rate Amount,235,75
Daily>Charges,Columns,Sec Enc Rate SIM,Secondary Encounter Rate Service Item,236,75
Daily>Charges,Columns,Sec Enc Rate Amt,Secondary Encounter Rate Amount,237,75
Daily>Charges,Columns,Ter Enc Rate SIM,Tertian/ Encounter Rate Service Item,238,75
Daily>Charges,Columns,Ter Enc Rate Amt,Tertian/ Encounter Rate Amt,239,75
Daily>Charges,Columns,Rx,Rx Indicator,240,75
Daily>Charges,Columns,Dt AppI Placed,Date Appliance Placed,241,75
Daily>Charges,Filter 1,Create Date,,242,75
Daily>Charges,Filter 1,Process Date,,243,75
Daily>Charges,Filter 1,Service Date,,244,75
Daily>Charges,Filter 1,Outsource Date,,245,75
Daily>Charges,Filter 1,Outsource Agin..,,246,75
Daily>Charges,Filter 1,Charge Type,,247,75
Daily>Charges,Filter 1,Slide %,,248,75
Daily>Charges,Filter 1,Void Charges,,249,75
Daily>Charges,Filter 1,Case,,250,75
Daily>Charges,Filter 1,Outsorce,,251,75
Daily>Charges,Filter 1,No Encounter for,,252,75
Daily>Charges,Settings List,Creator,,253,75
Daily>Charges,Settings List,Department,,254,75
Daily>Charges,Settings List,Diagnosis Category,,255,75
Daily>Charges,Settings List,Diagnosis Codes,,256,75
Daily>Charges,Settings List,Diagnosis SubGroup 1,,257,75
Daily>Charges,Settings List,Diagnosis SubGroup 2,,258,75
Daily>Charges,Settings List,Fin Classes ,,259,75
Daily>Charges,Settings List,Location SubGrp 1,,260,75
Daily>Charges,Settings List,Location SubGrp 2,,261,75
Daily>Charges,Settings List,Locations,,262,75
Daily>Charges,Settings List,Marketing Plan Type,,263,75
Daily>Charges,Settings List,Patient Status,,264,75
Daily>Charges,Settings List,Payer SubGrp 1,,265,75
Daily>Charges,Settings List,Payer SubGrp 2,,266,75
Daily>Charges,Settings List,Practices,,267,75
Daily>Charges,Settings List,Primary Payers,,268,75
Daily>Charges,Settings List,Provider SubGrp 1,,269,75
Daily>Charges,Settings List,Provider SubGrp 2,,270,75
Daily>Charges,Settings List,Referring Phys,,271,75
Daily>Charges,Settings List,Rendering Phys,,272,75
Daily>Charges,Settings List,Service Items,,273,75
Daily>Charges,Settings List,Sliding Fee Schedules,,274,75
Daily>Charges By Current User,Columns,Prac Name,Practice Name,1,76
Daily>Charges By Current User,Columns,Sect Name,Section Name,2,76
Daily>Charges By Current User,Columns,Loc Name,Location Name,3,76
Daily>Charges By Current User,Columns,Location SubGrp 1,Location Subgrouping 1,4,76
Daily>Charges By Current User,Columns,Location SubGrp 2,Location Subgrouping 2,5,76
Daily>Charges By Current User,Columns,E/l,Source Number,6,76
Daily>Charges By Current User,Columns,ST,Source Type Abbreviation,7,76
Daily>Charges By Current User,Columns,Src Type,Source Type,8,76
Daily>Charges By Current User,Columns,Dt of Svc,Date of Service,9,76
Daily>Charges By Current User,Columns,End Dt of Svc,End Date of Service,10,76
Daily>Charges By Current User,Columns,Proc Dt,Process Date,11,76
Daily>Charges By Current User,Columns,Ovr Proc Dt,,12,76
Daily>Charges By Current User,Columns,Name,Patient Name,13,76
Daily>Charges By Current User,Columns,Per Nbr,Person Number,14,76
Daily>Charges By Current User,Columns,Addr 1,Address 1,15,76
Daily>Charges By Current User,Columns,Addr 2,Address 2,16,76
Daily>Charges By Current User,Columns,City,City,17,76
Daily>Charges By Current User,Columns,State,State,18,76
Daily>Charges By Current User,Columns,Zip,Zip Code,19,76
Daily>Charges By Current User,Columns,County,County,20,76
Daily>Charges By Current User,Columns,Gender Desc,Gender Description,21,76
Daily>Charges By Current User,Columns,Birth Dt,Birth Date,22,76
Daily>Charges By Current User,Columns,Gender Desc,Gender Description,23,76
Daily>Charges By Current User,Columns,Birth Dt,Birth Date,24,76
Daily>Charges By Current User,Columns,Pat Age,Patient Age,25,76
Daily>Charges By Current User,Columns,Pat Age in Years,Patient Age in Years,26,76
Daily>Charges By Current User,Columns,Pat Age in Months,Patient Age in Months,27,76
Daily>Charges By Current User,Columns,Pat Age in Years (D...,Patient Age in Years on the Date Of Service,28,76
Daily>Charges By Current User,Columns,Pat Age in Months (D..,Patient Age in Months on the Date Of Service,29,76
Daily>Charges By Current User,Columns,Md Rc,Medical Record Number,30,76
Daily>Charges By Current User,Columns,SSN,Social Security Number,31,76
Daily>Charges By Current User,Columns,Pat Type,Patient Type,32,76
Daily>Charges By Current User,Columns,Guar Name,Guarantor Name,33,76
Daily>Charges By Current User,Columns,Acct Nbr,Account Number,34,76
Daily>Charges By Current User,Columns,Guar Per Nbr,,35,76
Daily>Charges By Current User,Columns,Guar Addr 1,,36,76
Daily>Charges By Current User,Columns,Guar Addr 2,,37,76
Daily>Charges By Current User,Columns,Guar City,,38,76
Daily>Charges By Current User,Columns,Guar State,,39,76
Daily>Charges By Current User,Columns,Guar Zip,,40,76
Daily>Charges By Current User,Columns,Guar Hm Phone,,41,76
Daily>Charges By Current User,Columns,Guar Day Phone,,42,76
Daily>Charges By Current User,Columns,Guar Relationship,,43,76
Daily>Charges By Current User,Columns,Case Nbr,Case Management Number,44,76
Daily>Charges By Current User,Columns,Guar Relationship,,45,76
Daily>Charges By Current User,Columns,Case Nbr,Case Management Number,46,76
Daily>Charges By Current User,Columns,Case Desc,Case Management Description,47,76
Daily>Charges By Current User,Columns,Case Sts,Case Management Status,48,76
Daily>Charges By Current User,Columns,Case Emp,Case Management Employer,49,76
Daily>Charges By Current User,Columns,Sv It,Service Item ID,50,76
Daily>Charges By Current User,Columns,Sv It Desc,Service Item Description,51,76
Daily>Charges By Current User,Columns,CPT4,,52,76
Daily>Charges By Current User,Columns,CPT4 Desc,CPT4 Description,53,76
Daily>Charges By Current User,Columns,Mod 1,,54,76
Daily>Charges By Current User,Columns,Mod 2,,55,76
Daily>Charges By Current User,Columns,Mod 3,,56,76
Daily>Charges By Current User,Columns,Mod 4,,57,76
Daily>Charges By Current User,Columns,Narrative,,58,76
Daily>Charges By Current User,Columns,Diag 1,Diagnosis Code 1,59,76
Daily>Charges By Current User,Columns,Diag 2,Diagnosis Code 2,60,76
Daily>Charges By Current User,Columns,Diag 3,Diagnosis Code 3,61,76
Daily>Charges By Current User,Columns,Diag 4,Diagnosis Code 4,62,76
Daily>Charges By Current User,Columns,Diag Desc 1,Diagnosis Description 1,63,76
Daily>Charges By Current User,Columns,Diag Desc 2,Diagnosis Description 2,64,76
Daily>Charges By Current User,Columns,Diag Desc 3,Diagnosis Description 3,65,76
Daily>Charges By Current User,Columns,Diag Desc 4,Diagnosis Description 4,66,76
Daily>Charges By Current User,Columns,Diag Desc 3,Diagnosis Description 3,67,76
Daily>Charges By Current User,Columns,Diag Desc 4,Diagnosis Description 4,68,76
Daily>Charges By Current User,Columns,Diag Type 1,Diagnosis Type 1,69,76
Daily>Charges By Current User,Columns,Diag Type 2,Diagnosis Type 2,70,76
Daily>Charges By Current User,Columns,Diag Type 3,Diagnosis Type 3,71,76
Daily>Charges By Current User,Columns,Diag Type 4,Diagnosis Type 4,72,76
Daily>Charges By Current User,Columns,Diag Sub1 Grp 1,Diagnosis Sub1 Grouping 1,73,76
Daily>Charges By Current User,Columns,Diag Sub2 Grp 1,Diagnosis Sub2 Grouping 1,74,76
Daily>Charges By Current User,Columns,Diag Sub1 Grp 2,Diagnosis Sub1 Grouping 2,75,76
Daily>Charges By Current User,Columns,Diag Sub2 Grp 2,Diagnosis Sub2 Grouping 2,76,76
Daily>Charges By Current User,Columns,Diag Sub1 Grp 3,Diagnosis Sub1 Grouping 3,77,76
Daily>Charges By Current User,Columns,Diag Sub2 Grp 3,Diagnosis Sub2 Grouping 3,78,76
Daily>Charges By Current User,Columns,Diag Sub1 Grp 4,Diagnosis Sub1 Grouping 4,79,76
Daily>Charges By Current User,Columns,Diag Sub2 Grp 4,Diagnosis Sub2 Grouping 4,80,76
Daily>Charges By Current User,Columns,Diag Cat 1,Diagnosis Category 1,81,76
Daily>Charges By Current User,Columns,Diag Cat 2,Diagnosis Category 2,82,76
Daily>Charges By Current User,Columns,Diag Cat 3,Diagnosis Category 3,83,76
Daily>Charges By Current User,Columns,Diag Cat 4,Diagnosis Category 4,84,76
Daily>Charges By Current User,Columns,Notes,Notes,85,76
Daily>Charges By Current User,Columns,Ovr,Charge Override Price,86,76
Daily>Charges By Current User,Columns,Void,Charge Void Indicator,87,76
Daily>Charges By Current User,Columns,Unit Price,Charge Unit Price,88,76
Daily>Charges By Current User,Columns,Void,Charge Void Indicator,89,76
Daily>Charges By Current User,Columns,Unit Price,Charge Unit Price,90,76
Daily>Charges By Current User,Columns,Chg Amt,Charge Amount,91,76
Daily>Charges By Current User,Columns,UnassignBft,Unassigned Benefits,92,76
Daily>Charges By Current User,Columns,UnassignBftFac,Unassigned Benefits Facility,93,76
Daily>Charges By Current User,Columns,Count,Count,94,76
Daily>Charges By Current User,Columns,Quad,Quadrant,95,76
Daily>Charges By Current User,Columns,Tooth,,96,76
Daily>Charges By Current User,Columns,Surface,,97,76
Daily>Charges By Current User,Columns,Form,,98,76
Daily>Charges By Current User,Columns,Work RVU,RVU 1,99,76
Daily>Charges By Current User,Columns,Work RVU Total,RVU 1 Total,100,76
Daily>Charges By Current User,Columns,Non Facility PE RVU,RVU 2,101,76
Daily>Charges By Current User,Columns,Non Facility PE RVU...,RVU 2 Total,102,76
Daily>Charges By Current User,Columns,Facility PE RVU,RVU 3,103,76
Daily>Charges By Current User,Columns,Facility PE RVU Total,RVU 3 Total,104,76
Daily>Charges By Current User,Columns,2012 Work RVU,RVU 4,105,76
Daily>Charges By Current User,Columns,2012 Work RVU Total,RVU 4 Total,106,76
Daily>Charges By Current User,Columns,2013 Work RVU,RVU 5,107,76
Daily>Charges By Current User,Columns,2013 Work RVU Total,RVU 5 Total,108,76
Daily>Charges By Current User,Columns,2014 Work RVU,RVU 6,109,76
Daily>Charges By Current User,Columns,2014 Work RVU Total,RVU 6 Total,110,76
Daily>Charges By Current User,Columns,2014 Work RVU,RVU 6,111,76
Daily>Charges By Current User,Columns,2014 Work RVU Total,RVU 6 Total,112,76
Daily>Charges By Current User,Columns,RVU 7,RVU 7,113,76
Daily>Charges By Current User,Columns,RVU Total 7,RVU 7 Total,114,76
Daily>Charges By Current User,Columns,RVU 8,RVU 8,115,76
Daily>Charges By Current User,Columns,RVU Total 8,RVU 8 Total,116,76
Daily>Charges By Current User,Columns,Department,Service Item Department,117,76
Daily>Charges By Current User,Columns,Modality,Service Item Modality,118,76
Daily>Charges By Current User,Columns,Component,Service Item Component,119,76
Daily>Charges By Current User,Columns,Place Of Serv,Place Of Service,120,76
Daily>Charges By Current User,Columns,Rv Cd,Service Item Revenue Code,121,76
Daily>Charges By Current User,Columns,Aft Care,Service Item After Care Days,122,76
Daily>Charges By Current User,Columns,Payer Name,Payer Name,123,76
Daily>Charges By Current User,Columns,Contracted Ind,Contracted Payer Indicator,124,76
Daily>Charges By Current User,Columns,Auth Cd,Authorization Code,125,76
Daily>Charges By Current User,Columns,Referral Nbr,Referral Code,126,76
Daily>Charges By Current User,Columns,Payer SubGrp 1,Payer Subgrouping 1,127,76
Daily>Charges By Current User,Columns,Payer SubGrp 2,Payer Subgrouping 2,128,76
Daily>Charges By Current User,Columns,Fin Class,Financial Class,129,76
Daily>Charges By Current User,Columns,Rendering,Charge Rendering Provider,130,76
Daily>Charges By Current User,Columns,Enc Rendering,Encounter Rendering Provider,131,76
Daily>Charges By Current User,Columns,Provider SubGrp 1,Provider Subgrouping 1,132,76
Daily>Charges By Current User,Columns,Enc Rendering,Encounter Rendering Provider,133,76
Daily>Charges By Current User,Columns,Provider SubGrp 1,Provider Subgrouping 1,134,76
Daily>Charges By Current User,Columns,Provider SubGrp 2,Provider Subgrouping 2,135,76
Daily>Charges By Current User,Columns,Addtl Prov,Addtl Provider,136,76
Daily>Charges By Current User,Columns,Admitting,Admitting Provider,137,76
Daily>Charges By Current User,Columns,Fst Consult,First Consulting Provider,138,76
Daily>Charges By Current User,Columns,Sec Consult,Second Consulting Provider,139,76
Daily>Charges By Current User,Columns,Enc Referring,Encounter Referring Provider,140,76
Daily>Charges By Current User,Columns,Enc Referring Addr 1,,141,76
Daily>Charges By Current User,Columns,Enc Referring Addr 2,,142,76
Daily>Charges By Current User,Columns,Enc Referring City,,143,76
Daily>Charges By Current User,Columns,Enc Referring State,,144,76
Daily>Charges By Current User,Columns,Enc Referring Zip,,145,76
Daily>Charges By Current User,Columns,Ref County,,146,76
Daily>Charges By Current User,Columns,Chg Referring,Charge Referring Provider,147,76
Daily>Charges By Current User,Columns,Supervisor,Supervising Provider,148,76
Daily>Charges By Current User,Columns,Facility,Facility,149,76
Daily>Charges By Current User,Columns,Sts,Encounter/Charge Status (Abbreviated),150,76
Daily>Charges By Current User,Columns,Status,Encounter/Charge Status,151,76
Daily>Charges By Current User,Columns,Onset Dt,Onset Date,152,76
Daily>Charges By Current User,Columns,Onset Tm,Onset Time,153,76
Daily>Charges By Current User,Columns,Acc Occur Cd,Accident Occurrence Code,154,76
Daily>Charges By Current User,Columns,Onset Tm,Onset Time,155,76
Daily>Charges By Current User,Columns,Acc Occur Cd,Accident Occurrence Code,156,76
Daily>Charges By Current User,Columns,Acc Occur St,Accident Occurrence State,157,76
Daily>Charges By Current User,Columns,Inv Desc 1,Invoice Description 1,158,76
Daily>Charges By Current User,Columns,Inv Desc 2,Invoice Description 2,159,76
Daily>Charges By Current User,Columns,Seq#,Charge Sequence Number,160,76
Daily>Charges By Current User,Columns,Bt Info,Charge Batch Information,161,76
Daily>Charges By Current User,Columns,RV Desc,,162,76
Daily>Charges By Current User,Columns,Value Code,,163,76
Daily>Charges By Current User,Columns,Occur Code,,164,76
Daily>Charges By Current User,Columns,Pat Sts,Patient Status,165,76
Daily>Charges By Current User,Columns,Pat Sts Rsn,Patient Status Reason,166,76
Daily>Charges By Current User,Columns,Qual Enc,Qualifying Encounter Indicator,167,76
Daily>Charges By Current User,Columns,Out,Outsource Indicator,168,76
Daily>Charges By Current User,Columns,Out Dt,Outsource Date,169,76
Daily>Charges By Current User,Columns,Out Agency,Outsource Agency,170,76
Daily>Charges By Current User,Columns,Out Age,,171,76
Daily>Charges By Current User,Columns,Reminder Call Opt 0...,Enterprise Client Defined 1,172,76
Daily>Charges By Current User,Columns,Base Unit,Base Unit,173,76
Daily>Charges By Current User,Columns,Beg Tm,Begin Time,174,76
Daily>Charges By Current User,Columns,End Tm,End Time,175,76
Daily>Charges By Current User,Columns,Tot Tm,Total Time,176,76
Daily>Charges By Current User,Columns,End Tm,End Time,177,76
Daily>Charges By Current User,Columns,Tot Tm,Total Time,178,76
Daily>Charges By Current User,Columns,Alt Code,Alternate Code,179,76
Daily>Charges By Current User,Columns,SF Desc,Sliding Fee Description,180,76
Daily>Charges By Current User,Columns,Hist Fm Sz,Historical Head of Household Family Size,181,76
Daily>Charges By Current User,Columns,Hist Fm Inc,Historical Head of Household Family Income,182,76
Daily>Charges By Current User,Columns,Fm Sz,Head of Household Family Size,183,76
Daily>Charges By Current User,Columns,Ref,Refused To Report Income,184,76
Daily>Charges By Current User,Columns,Fm Inc,Head of Household Family Income,185,76
Daily>Charges By Current User,Columns,Disc%,Sliding Fee Discount Percentage,186,76
Daily>Charges By Current User,Columns,SAdj Amt,Sliding Fee Adjustment Amount,187,76
Daily>Charges By Current User,Columns,Pet Poverty,Percent of Poverty,188,76
Daily>Charges By Current User,Columns,Poverty Cat,Poverty Category,189,76
Daily>Charges By Current User,Columns,Mrkt Plan Name,Marketing Ran Name,190,76
Daily>Charges By Current User,Columns,Mrkt Plan Type,Marketing Ran Type,191,76
Daily>Charges By Current User,Columns,Mrkt Desc,Marketing Description,192,76
Daily>Charges By Current User,Columns,Mrkt Comments,Marketing Plan Comments,193,76
Daily>Charges By Current User,Columns,Diag1 Rsk Ind,Diagnosis 1 Risk Indicator,194,76
Daily>Charges By Current User,Columns,Diag2 Rsk Ind,Diagnosis 2 Risk Indicator,195,76
Daily>Charges By Current User,Columns,Diag3 Rsk Ind,Diagnosis 3 Risk Indicator,196,76
Daily>Charges By Current User,Columns,Diag4 Rsk Ind,Diagnosis 4 Risk Indicator,197,76
Daily>Charges By Current User,Columns,Stmt Aging Date,Statement Aging Date,198,76
Daily>Charges By Current User,Columns,Mrkt Ran Type,Marketing Plan Type,199,76
Daily>Charges By Current User,Columns,Mrkt Desc,Marketing Description,200,76
Daily>Charges By Current User,Columns,Mrkt Comments,Marketing Plan Comments,201,76
Daily>Charges By Current User,Columns,Diag1 Rsk Ind,Diagnosis 1 Risk Indicator,202,76
Daily>Charges By Current User,Columns,Diag2 Rsk Ind,Diagnosis 2 Risk Indicator,203,76
Daily>Charges By Current User,Columns,Diag3 Rsk Ind,Diagnosis 3 Risk Indicator,204,76
